latitude,longitude
51.29545715,4.776935507
51.29542735,4.497900504
51.29536095,4.930110885
51.295324,4.7825789
51.29531365,4.717441423
51.2947995,4.7896772
51.2945394,4.788975893
51.29397165,4.955209543
51.2937786,4.3508063
51.2937786,4.3508063
51.2937468,4.495722873
51.2936503,4.7170476
51.2932465,4.449213918
51.29302525,4.920977427
51.29297935,3.24497775
51.29297935,3.24497775
51.29297935,3.24497775
51.29297935,3.24497775
51.29297935,3.24497775
51.2926466,4.6531928
51.2925493,4.1694996
51.2923968,4.382438489
51.2923968,4.382438489
51.292318,4.917945896
51.292318,4.917945896
51.2922969,4.1718727
51.2922334,4.6495367
51.2920832,4.442303
51.2920584,4.2169386
51.2920511,4.271967862
51.2920321,4.5771475
51.29190145,4.589628264
51.2918757,4.5041816
51.2915825,4.3541832
51.2915825,4.3541832
51.29127865,4.707636914
51.2911794,4.497570403
51.29110275,4.919623068
51.2903861,4.934328971
51.2903229,4.3581077
51.2899787,4.696795262
51.28989185,4.348458042
51.2897005,4.4435141
51.2890844,4.2901375
51.28869535,4.485075249
51.2882051,4.491186
51.2882051,4.491186
51.2876951,5.470294
51.28756515,4.486159488
51.28662705,5.091948215
51.28644855,4.28613193
51.28644855,4.28613193
51.2864133,4.382813054
51.28617675,4.288347629
51.2857586,4.3507102
51.2857265,4.657487657
51.2855631,4.706853482
51.2854737,4.4911641
51.2854737,4.4911641
51.28531325,4.70843212
51.28505135,4.500158839
51.2839333,4.160881588
51.28323305,4.429576151
51.28318865,4.420390473
51.2830963,4.4632165
51.28308515,4.837518612
51.2830302,4.8374347
51.2827903,4.579940008
51.2825807,4.3850658
51.2825807,4.3850658
51.2822395,3.761463
51.2816009,3.258811
51.2814288,4.3863822
51.2813465,4.2651986
51.2812474,4.83157112
51.2808041,4.4330528
51.2808041,4.4330528
51.2808041,4.4330528
51.2807925,4.4132019
51.2807835,4.3299395
51.28075385,4.661021535
51.2806862,4.652875444
51.2802753,3.0347285
51.27905985,4.413275533
51.27885755,4.449558217
51.2785211,4.3300418
51.2784266,5.471290432
51.2782895,4.424400543
51.2782513,4.418954883
51.2780937,4.865132013
51.2779884,3.0321448
51.2779596,4.6521397
51.2776374,4.2842889
51.2772017,4.5253223
51.2762777,4.3998584
51.2762185,3.626592
51.2757033,5.1186818
51.2756748,3.029900877
51.2756748,3.029900877
51.27505905,4.456989881
51.2747978,4.3327002
51.2747978,4.3327002
51.2745229,3.0425598
51.2745056,4.644915133
51.2745056,4.644915133
51.2745056,4.644915133
51.2745056,4.644915133
51.2744139,4.4597241
51.27437765,4.411237104
51.27436915,4.389605074
51.2740644,4.457596187
51.273496,4.404609
51.2729655,3.2295337
51.2727604,3.0331553
51.2727253,4.394548034
51.27259005,4.380730828
51.272362,4.4580533
51.2722884,4.370038
51.2722884,4.370038
51.2721907,4.651723471
51.2716704,4.384964192
51.2716704,4.384964192
51.27163395,4.470562445
51.2714266,4.470367
51.2711388,3.035000933
51.2710632,4.6104586
51.27096005,4.377705385
51.26940045,4.389725733
51.2689223,4.3958019
51.2689223,4.3958019
51.2688378,4.2646444
51.2686769,4.5612013
51.2681134,4.4029194
51.2681134,4.4029194
51.2679981,4.862920118
51.26788205,4.463988898
51.2678171,4.381965155
51.267129,4.462724
51.266871,4.400581
51.26654715,3.298094909
51.26647715,4.86747964
51.2662163,4.2724861
51.2656576,4.551712131
51.2655808,4.2746185
51.2655808,4.2746185
51.2655477,4.5245174
51.2655205,3.205121671
51.2650747,4.7872818
51.2648667,4.225900888
51.2648667,4.225900888
51.2648667,4.225900888
51.2648667,4.225900888
51.26470675,4.551324308
51.26422745,3.031869844
51.2642163,4.557556453
51.2642161,4.3834668
51.2640927,4.399568322
51.2640927,4.399568322
51.2640827,4.2812207
51.2640797,4.4620944
51.26407835,4.401619966
51.26407835,4.401619966
51.2639612,4.507204886
51.2638528,4.4726858
51.2638528,4.4726858
51.2638528,4.4726858
51.2636874,4.3426848
51.2636874,4.3426848
51.2636874,4.3426848
51.26361735,4.413780902
51.2635165,4.409710596
51.2635165,4.409710596
51.26349185,4.404352885
51.2633424,4.5507411
51.2632169,5.4748701
51.2630864,3.5794123
51.2630864,3.5794123
51.26295245,4.406822521
51.26295245,4.406822521
51.262335,4.4110175
51.2619705,5.322075
51.2619429,4.459811253
51.26188215,4.420357878
51.26188215,4.420357878
51.26188215,4.420357878
51.26188215,4.420357878
51.26188215,4.420357878
51.26188215,4.420357878
51.26188215,4.420357878
51.26188215,4.420357878
51.26188215,4.420357878
51.26188215,4.420357878
51.26188215,4.420357878
51.26188215,4.420357878
51.26188215,4.420357878
51.26188215,4.420357878
51.2616715,4.2789073
51.2613453,4.4544773
51.2613425,4.795003936
51.2610118,4.4196238
51.2608825,4.4234896
51.26086025,4.597171631
51.26075275,3.027165578
51.26075275,3.027165578
51.26075275,3.027165578
51.26075275,3.027165578
51.26075275,3.027165578
51.2607309,4.4228349
51.26069785,4.558026596
51.26051925,4.422158079
51.2603026,3.0080753
51.26013245,4.594914659
51.26004965,4.149041372
51.25974765,4.516888446
51.2590724,4.2743365
51.259061,3.2107466
51.2589159,5.026406382
51.25881805,5.139299371
51.2587269,4.465568
51.2587269,4.465568
51.2585713,5.5179484
51.25835685,4.582584212
51.2583229,4.1973555
51.2582895,5.479360404
51.2582546,4.3642254
51.2582277,3.006383341
51.2579525,5.0988619
51.25788835,3.209349474
51.2571719,5.5077798
51.25710885,4.345706617
51.25710885,4.345706617
51.25710885,4.345706617
51.25710885,4.345706617
51.25710885,4.345706617
51.25710885,4.345706617
51.25710885,4.345706617
51.2570443,4.448783396
51.2570354,5.4817834
51.2570354,5.4817834
51.2568684,4.091805647
51.2568612,4.2441889
51.2568612,4.2441889
51.25662545,3.195238788
51.2563308,4.5051779
51.2557808,4.8971101
51.2557794,4.1819552
51.2554789,4.1888854
51.25543755,4.089901286
51.25531575,3.055687127
51.2550763,5.5006969
51.2548872,4.4356832
51.2548608,4.444864414
51.2547201,4.2153706
51.2544539,4.2819424
51.25366405,4.418631543
51.2533471,4.4930774
51.2533361,4.3983643
51.2533361,4.3983643
51.2533018,5.479733819
51.2532517,4.6142075
51.2528589,4.4223926
51.2528158,2.9911466
51.252752,4.400113572
51.2525272,2.9745725
51.2524221,4.455439955
51.2516642,3.281673363
51.251649,4.1969674
51.2514168,3.214280578
51.25139965,5.12169217
51.2513422,4.291393
51.2513235,4.2131784
51.2511581,4.431916862
51.2510094,5.5438915
51.25083475,4.985355152
51.2508318,4.4987988
51.25056445,4.418403225
51.25056445,4.418403225
51.25056445,4.418403225
51.25056445,4.418403225
51.25056445,4.418403225
51.25056445,4.418403225
51.25056445,4.418403225
51.2504526,3.591760092
51.2502876,4.81331424
51.25026925,3.1976572
51.25022815,4.442626029
51.25022815,4.442626029
51.2501661,5.5492877
51.249783,4.3743538
51.24973605,4.991664727
51.2493732,5.5081967
51.2492281,5.3053097
51.24913275,4.462855384
51.2488456,5.5439933
51.2488456,5.5439933
51.2481159,4.420994207
51.248101,4.9756794
51.247793,4.812663655
51.2477894,2.961973085
51.2476839,3.2032315
51.2476819,4.326952
51.2476819,4.326952
51.2476819,4.326952
51.2476819,4.326952
51.2476819,4.326952
51.2475519,4.448563664
51.2475038,3.2096461
51.2473934,3.2007436
51.2473416,4.5009619
51.24715585,4.417132801
51.2471345,4.428237568
51.2470904,5.43939931
51.2466681,3.1990546
51.2466681,3.1990546
51.2466563,4.2145407
51.2466312,5.5082815
51.2465115,4.4501908
51.2462828,4.442740842
51.2462347,5.522049
51.2460085,4.505502631
51.24586695,3.200666566
51.2457755,4.417320329
51.245671,4.5733352
51.24530105,4.89194134
51.2452701,4.408507436
51.24514125,4.912161413
51.245101,5.305337983
51.2449736,4.4139792
51.24478375,5.255924688
51.24475285,4.489048552
51.24475285,4.489048552
51.24467685,5.263564839
51.2446514,4.4668132
51.2445319,4.593968681
51.2441183,4.1933729
51.24394775,5.540245308
51.24381105,4.505249531
51.2437219,4.4410405
51.2436965,4.5800372
51.2436385,3.2055887
51.2436382,4.424085944
51.24360265,4.828118462
51.2433919,4.493096117
51.2433887,4.898503319
51.24332375,3.21175335
51.2432426,4.540710945
51.2432146,4.443785744
51.2431221,4.967937311
51.2431117,3.023245802
51.2430043,5.264913988
51.2427157,4.8536035
51.2426106,4.9185799
51.24249765,4.487819544
51.2424367,4.898409077
51.2421467,4.441637013
51.2420818,4.4414241
51.2419672,4.460209075
51.2418972,4.4514719
51.24178205,4.976285246
51.24176565,4.586337112
51.241603,3.247569982
51.24142975,4.281769923
51.241393,5.240651538
51.2413748,5.1535834
51.2413748,5.1535834
51.24116355,4.968297255
51.24112105,4.407553928
51.2410144,4.397868871
51.24100785,4.458982447
51.2408059,4.899317173
51.2406349,5.47234286
51.2406315,5.3105753
51.2405382,4.7275034
51.24047275,2.965108004
51.2403741,5.147117
51.2402724,4.503442711
51.24004085,4.464192052
51.2399675,4.4377257
51.23994855,4.468575105
51.2398929,4.2870967
51.2398612,4.4111511
51.2396703,5.3786374
51.23932245,4.453974382
51.23932245,4.453974382
51.23924975,2.970534529
51.2392062,5.093337896
51.2391743,3.1644223
51.23913795,4.449120456
51.2391191,5.1582204
51.23890295,4.476932123
51.2388892,4.4179447
51.2388679,4.8084229
51.23886265,4.436695327
51.23879795,4.304247124
51.2386921,4.963339797
51.2386613,5.550766522
51.2384475,4.4761854
51.2383896,4.4059679
51.23838235,2.927247144
51.2381683,4.824308109
51.2381221,4.4825077
51.2381197,5.457526884
51.2380691,4.472658561
51.2378567,2.9507719
51.2377822,3.3417552
51.2377059,4.4773133
51.2377059,4.4773133
51.23769895,4.446215714
51.23755365,4.44318369
51.2375312,4.305945
51.2375037,4.922894037
51.2375037,4.922894037
51.2374508,4.9641669
51.2374292,4.4132412
51.2372484,2.9611742
51.23723005,4.330236988
51.23715895,4.964049044
51.2368244,5.3810111
51.2366604,4.4041202
51.236566,5.4629005
51.2365523,4.4422965
51.2364711,4.572828848
51.2362674,4.973633895
51.2362427,2.9274911
51.23614145,4.520056376
51.2360665,4.504624279
51.23589185,4.500210418
51.2354211,4.5811763
51.2352941,2.976027
51.2350993,4.4649178
51.2349501,5.358750398
51.2348237,2.932974232
51.2345693,4.393679561
51.2345693,4.393679561
51.23452845,2.920001097
51.234459,2.915772
51.23439455,4.962916279
51.23432845,4.320172571
51.23427685,5.390595453
51.2342628,5.538683078
51.23422755,4.319309036
51.23422755,4.319309036
51.23422755,4.319309036
51.23415555,2.972544888
51.2341134,4.320444396
51.23409175,4.491646383
51.2340127,4.465239
51.2339753,4.566973115
51.233866,2.929098806
51.233866,2.929098806
51.2336143,4.3199793
51.2336143,4.3199793
51.2336143,4.3199793
51.2333642,2.9298826
51.23325715,3.226441803
51.2331944,5.0487542
51.23312,4.385809398
51.2330397,5.0689842
51.232968,4.494649404
51.2327482,4.5569693
51.2327012,5.351425484
51.2326799,5.424807
51.23251415,5.404206063
51.2324558,5.3083431
51.2323722,2.9152232
51.2322717,4.4243103
51.23218165,4.49403389
51.2320986,5.423152181
51.2320143,4.4485468
51.2319344,2.9129821
51.231858,4.5760644
51.2318391,4.9777928
51.23174835,5.315166451
51.2316595,4.4525728
51.23162145,4.432158852
51.2314803,4.3861086
51.2312187,5.0879293
51.2311227,4.4091629
51.2311025,4.44128282
51.2311025,4.44128282
51.2309964,2.918552596
51.2309254,4.3254151
51.230723,5.3070083
51.230672,2.964767934
51.230672,2.964767934
51.23062075,4.403312757
51.23062075,4.403312757
51.2305847,3.2298539
51.2305847,3.2298539
51.2305499,4.972804331
51.2305012,5.309764866
51.2304823,4.6827343
51.2303627,3.749513637
51.23031075,4.415208066
51.23016715,4.416129464
51.2301485,4.417759293
51.23011185,4.518941496
51.2301077,2.915368
51.2300477,5.305897419
51.2300101,3.6777267
51.2299701,4.4110638
51.2299157,4.4788863
51.2299079,4.4130288
51.22987605,2.912666414
51.2297065,4.4067253
51.2294707,5.4235168
51.2294569,3.6768201
51.22944565,4.412577832
51.22944565,4.412577832
51.22943115,4.456400755
51.2292871,2.9243649
51.229274,5.07308748
51.2292596,5.127078697
51.22923825,5.131048584
51.22923665,5.442758968
51.229005,4.099054969
51.2289877,4.5044516
51.22894745,5.426543061
51.22893785,3.214823594
51.22893535,4.404732088
51.2287611,4.438235
51.2286261,4.04114366
51.2286127,4.4053446
51.22846415,4.835565839
51.2283386,5.1256709
51.22819405,2.932890534
51.2281897,4.4112681
51.22815715,4.439024232
51.228148,4.5396081
51.228148,4.5396081
51.228148,4.5396081
51.2280031,4.4559376
51.22793005,4.521435548
51.22793005,4.521435548
51.22793005,4.521435548
51.22793005,4.521435548
51.22793005,4.521435548
51.2278864,4.406012
51.2278609,4.4062962
51.22784355,4.425572695
51.2277713,4.406527969
51.22773555,4.419405068
51.227709,5.284608075
51.2276582,4.4336325
51.22763935,4.407821247
51.2276256,4.4116268
51.2276256,4.4116268
51.22762295,3.203713948
51.227606,4.5913589
51.2275053,5.3144582
51.2274193,4.2813193
51.22736395,5.123623138
51.22736125,4.404384088
51.2273169,4.88446799
51.22727885,4.407280441
51.22727885,4.407280441
51.2272225,4.4066561
51.22719035,3.232487761
51.2270401,4.5204578
51.2270083,4.5344683
51.22692775,2.91510043
51.22681385,4.432758776
51.22676845,5.437016708
51.2266672,4.4062399
51.22661705,4.401525936
51.22657,4.517102624
51.2265628,5.31461187
51.2265287,4.416223121
51.2265287,4.416223121
51.22650815,4.468037204
51.2264297,2.907508682
51.2263772,4.4122171
51.2262547,5.3241604
51.2262308,2.9414872
51.22618645,3.753590704
51.22618645,3.753590704
51.2261237,2.9142934
51.2260986,2.9174303
51.2259696,3.4145883
51.2259455,5.138088119
51.2259455,5.138088119
51.2259455,5.138088119
51.2257432,5.0584236
51.2255694,3.1953061
51.2252279,4.403502
51.2252021,4.4374357
51.2252021,4.4374357
51.2251827,2.922388363
51.22499345,5.387490352
51.2249417,4.3814817
51.22476525,4.377741759
51.22476525,4.377741759
51.2247463,5.0667331
51.22470295,3.977672962
51.22455065,2.933948149
51.2245035,4.9125974
51.2244821,4.9211146
51.2244428,5.32943903
51.22442225,4.377720295
51.2243484,5.2970681
51.2243443,5.115871685
51.22428995,4.411398775
51.2241024,4.4310967
51.2240176,3.7537736
51.2239864,5.4947469
51.22398085,4.917868235
51.22393885,4.904511078
51.22384535,2.969584839
51.223788,4.414098476
51.22371405,4.458216656
51.22371365,2.92018197
51.2236662,2.9633528
51.2236284,4.469501171
51.223598,4.413629909
51.2234618,4.3753999
51.223449,4.919725141
51.2234237,4.4113824
51.22336485,4.412590041
51.2232281,2.9057653
51.2232168,4.437736816
51.22317505,4.406232633
51.2230863,2.8968255
51.2230509,4.1888968
51.2230405,5.3137283
51.22276185,4.397410773
51.2227195,4.406287161
51.2226869,2.9245169
51.2226269,4.3830136
51.22260905,2.983813665
51.2225461,5.31166971
51.2225461,5.31166971
51.2225117,5.2147811
51.2223058,4.4159752
51.2222998,4.3777526
51.2222836,4.4096882
51.22226805,2.96025244
51.2222509,2.9533723
51.2220729,2.9833486
51.2219813,4.3978822
51.2219438,4.4193791
51.2218721,4.410643298
51.2218288,4.399773202
51.2217666,4.348165003
51.2217666,4.348165003
51.2217191,5.314379534
51.22165495,4.406452416
51.2216522,4.420895
51.2216119,4.427824529
51.2215364,2.912294701
51.221483,4.4050686
51.2214058,4.4788984
51.2214058,4.4788984
51.2213273,2.94101232
51.2213273,2.94101232
51.2213112,4.399173748
51.2213112,4.399173748
51.2213112,4.399173748
51.2213112,4.399173748
51.22129685,5.207323671
51.221232,5.3773997
51.221222,3.2377066
51.22118705,4.194330249
51.2211439,4.3241815
51.2210793,4.377416639
51.2210444,4.3978928
51.22100525,4.282811469
51.22096105,4.404783587
51.2208193,4.4094228
51.22081845,4.411070888
51.2207939,4.414434537
51.2206356,4.4003593
51.2206014,5.163170221
51.2205068,4.404626283
51.2201101,4.407497
51.2201084,4.2567577
51.2201033,2.9136342
51.22010295,4.208484985
51.2200562,4.9064302
51.22001435,4.442758657
51.219994,4.404616049
51.219949,4.4358127
51.2199343,5.2055923
51.2199167,4.4153097
51.2199103,4.4148128
51.2198652,4.412855718
51.2198652,4.412855718
51.2197128,4.369048321
51.2196601,4.4042096
51.2196363,2.966555231
51.2195776,4.4483726
51.2195442,4.4493755
51.2194843,3.7532975
51.2194344,2.8877054
